2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
2940851.655777794,3447026.4782210165,3402178.154595347,3439456.084388315,3593901.052527255,3875738.1933866106,4121735.850452656,4180295.3276714836,4169579.8289027517,4347506.832034079,4276001.853785358,4483366.390720629,4739700.944609507,5051449.428507651,5184444.931559907,5248622.309750763,4766634.237909492,5068720.6059234915,4851309.869502978,5038823.304471599,5614409.82125921
