countryCode,1996,1998,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
COL,-0.5122543573379517,-0.4973064959049225,-0.39675402641296387,-0.2381676286458969,-0.1789923459291458,-0.12893004715442657,-0.13225731253623962,-0.12255103886127472,-0.2159634679555893,-0.23761679232120514,-0.3094530403614044,-0.3853909969329834,-0.2887937128543854,-0.3874513804912567,-0.40520501136779785,-0.3686264157295227,-0.29817458987236023,-0.324251651763916,-0.3700263500213623,-0.28740984201431274,-0.22916705906391144
