countryCode,1996,1998,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
COL,0.39754912853240965,0.4005387008190155,0.42064919471740725,0.4523664742708206,0.4642015308141708,0.4742139905691147,0.47354853749275205,0.47548979222774507,0.4568073064088821,0.45247664153575895,0.43810939192771914,0.42292180061340334,0.4422412574291229,0.4225097239017487,0.4189589977264404,0.42627471685409546,0.44036508202552793,0.4351496696472168,0.4259947299957275,0.44251803159713743,0.4541665881872177
