countryCode,1996,1998,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
COL,-0.7518377900123596,-0.6365505456924438,-0.8896747827529907,-0.716801106929779,-0.703268826007843,-0.6855181455612183,-0.6232535243034363,-0.5051838159561157,-0.43586158752441406,-0.3967665731906891,-0.38847342133522034,-0.3085898160934448,-0.2558286190032959,-0.35387200117111206,-0.40588757395744324,-0.29190191626548767,-0.2684165835380554,-0.27879753708839417,-0.3600142002105713,-0.40633493661880493,-0.41692885756492615
