countryCode,1996,1998,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
COL,0.3496324419975281,0.3726898908615112,0.32206504344940184,0.35663977861404417,0.3593462347984314,0.36289637088775634,0.37534929513931276,0.3989632368087769,0.4128276824951172,0.42064668536186217,0.42230531573295593,0.43828203678131106,0.4488342761993408,0.42922559976577757,0.41882248520851134,0.4416196167469025,0.44631668329238894,0.4442404925823212,0.42799715995788573,0.418733012676239,0.4166142284870148
