Abreviatura,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
pobr_extr,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074,4200.984149454074
pobr_mone,7708.597601831844,7708.604516152374,7708.604058875273,7708.6184305638735,7708.622918986925,7708.62479827566,7708.625435135898,7708.618373964641,7708.622637598101,7708.626985482849,7708.630611954076,7708.625049377788,7708.623504535726,7708.624499118417,7708.636139621599,7708.641259366727,7708.638738727484,7708.649931248113,7708.657971009678,7708.669313713212,7708.679146795139,7708.685868563935,7708.690136581936,7708.6856463803,7708.679922192159,7708.689339067408,7708.693467287391,7708.688051863767,7708.6902962386475,7708.703188012479,7708.710123404976,7708.720299592488,7708.714280039199,7708.722980531236,7708.717484538643,7708.723056425594,7708.729645346064,7708.728141527086,7708.732770554236,7708.736102019084,7708.744143200075,7708.74850515312,7708.75290967878,7708.747333188647,7708.749237198614,7708.747206692229,7708.758837190899,7708.753585984945,7708.75754374554,7708.76302191662,7708.780242935419,7708.769178835136,7708.769943212546,7708.770118964628,7708.770398095166,7708.766475702804,7708.766255330029,7708.76689602417,7708.776180345994,7708.7692888463225,7708.778637873404,7708.788653788586,7708.798416293234,7708.802021918316,7708.809191888259,7708.8102131302085,7708.814415259122,7708.8250974696475,7708.83291955819,7708.8399844092955,7708.846475843235,7708.862827495418,7708.871245426743,7708.887613042392,7708.897318703207,7708.902593830531,7708.893001859386,7708.895864762704,7708.909087694828,7708.915370872709,7708.923353277973,7708.92558312487,7708.919922541607,7708.923563616441
pobr_multi,7841.585534252853,7841.578619932337,7841.579077209442,7841.564705520835,7841.560217097777,7841.558337809048,7841.5577009488225,7841.564762120062,7841.560498486599,7841.556150601869,7841.552524130616,7841.558086706923,7841.559631549002,7841.558636966282,7841.546996463076,7841.541876717988,7841.544397357225,7841.533204836601,7841.525165075028,7841.513822371506,7841.503989289564,7841.49726752076,7841.492999502769,7841.497489704394,7841.503213892554,7841.493797017286,7841.489668797327,7841.495084220946,7841.492839846072,7841.479948072245,7841.4730126797585,7841.462836492213,7841.468856045504,7841.460155553466,7841.465651546084,7841.460079659125,7841.453490738646,7841.454994557616,7841.4503655304725,7841.447034065605,7841.438992884627,7841.4346309316,7841.430226405922,7841.435802896053,7841.433898886094,7841.435929392462,7841.424298893805,7841.429550099756,7841.425592339182,7841.420114168071,7841.402893149293,7841.41395724956,7841.413192872167,7841.413017120086,7841.4127379895435,7841.416660381907,7841.4168807546785,7841.416240060529,7841.406955738705,7841.413847238385,7841.404498211317,7841.394482296116,7841.384719791481,7841.38111416641,7841.373944196447,7841.372922954488,7841.3687208255815,7841.358038615055,7841.350216526522,7841.343151675417,7841.3366602414735,7841.320308589288,7841.3118906579775,7841.295523042295,7841.285817381502,7841.280542254174,7841.290134225329,7841.287271321993,7841.274048389874,7841.26776521201,7841.259782806724,7841.257552959833,7841.2632135430795,7841.259572468271
pobl_pensi,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988,26940.216264884988
lacta_bebe,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317,5954.858524744317
desnu_menor,976.7784555545378,976.7872930063031,976.7751608913949,976.7733093354287,976.7865340804665,976.789257823144,976.7882905332581,976.8014832720697,976.80237044742,976.8040112685588,976.8072494926504,976.8166113396611,976.8175754952389,976.823650773832,976.8227766718566,976.8305706626999,976.8256269263285,976.8240913512515,976.8218592318343,976.8086844891591,976.8022333799443,976.7972130613329,976.8046111159908,976.7971226528025,976.7974912421377,976.790898251043,976.7923011512714,976.7903911004618,976.7859426463214,976.7969132921552,976.7966996014601,976.7823991909062,976.7815660500236,976.7856834470906,976.7985091686962,976.7905672466557,976.7791563479537,976.7850059342694,976.7847458996317,976.7795611271337,976.7767442714337,976.780737859867,976.7904477362115,976.7899809383204,976.7874893892072,976.7883380748074,976.8008477715956,976.7880057304197,976.7834872084753,976.7845294063942,976.7873290148178,976.7842779924555,976.7850338159893,976.7800130974697,976.786229533728,976.785841635335,976.7959757826128,976.8118197276282,976.8164746268503,976.8168269848741,976.8162247061149,976.8127023907996,976.7974417641869,976.791715824048,976.791690359654,976.7959490981091,976.8011689418917,976.7995426479852,976.7976532798509,976.7851773731237,976.7815988854809,976.7728295747784,976.7723463831335,976.7747110546737,976.78781500949,976.7796872496674,976.7748733683759,976.7746226810023,976.7761419236037,976.7809542334192,976.7773211304582,976.7799655871409,976.782850408422,976.7879040385026
mort_desnu,983.6130325022802,983.6041950505116,983.6163271654209,983.6181787213881,983.6049539763488,983.6022302336734,983.603197523559,983.5900047847472,983.5891176093975,983.5874767882589,983.5842385641652,983.5748767171543,983.5739125615761,983.567837282984,983.5687113849577,983.5609173941149,983.5658611304881,983.5673967055649,983.56962882498,983.5828035676558,983.5892546768745,983.5942749954842,983.5868769408235,983.594365404013,983.5939968146768,983.6005898057731,983.5991869055467,983.6010969563553,983.6055454104969,983.5945747646609,983.5947884553561,983.6090888659111,983.6099220067922,983.6058046097234,983.5929788881215,983.6009208101598,983.6123317088633,983.6064821225466,983.6067421571831,983.6119269296828,983.614743785384,983.6107501969483,983.6010403206051,983.6015071184945,983.6039986676095,983.6031499820056,983.5906402852181,983.6034823263957,983.6080008483397,983.6069586504198,983.6041590419975,983.6072100643595,983.6064542408276,983.6114749593477,983.605258523089,983.6056464214786,983.5955122742051,983.579668329188,983.575013429966,983.5746610719395,983.575263350699,983.5787856660164,983.5940462926279,983.5997722327664,983.5997976971622,983.5955389587078,983.5903191149271,983.5919454088317,983.5938347769669,983.6063106836934,983.6098891713333,983.6186584820384,983.6191416736806,983.6167770021422,983.6036730473257,983.6118008071497,983.6166146884412,983.6168653758118,983.6153461332117,983.6105338233975,983.6141669263558,983.6115224696749,983.6086376483943,983.603584018314
mort_mater,82.85015025556613,82.85875908299447,82.83905662721087,82.82579963750943,82.82553591411002,82.83175609341302,82.81754852874,82.8067200705986,82.81741520860184,82.81785709190368,82.81881484188236,82.81485126387001,82.8272605980406,82.81683611582937,82.81023365032827,82.79608615119396,82.78709581460421,82.78460320177913,82.76722752165801,82.76319634056807,82.76037563940896,82.7484196333345,82.7414885097872,82.73482326470874,82.72998985349383,82.72271613246262,82.71475349174983,82.71951379524833,82.71293593587254,82.70612617749879,82.70478080788314,82.70877701632772,82.70921445417547,82.71104525115967,82.7055164122125,82.6991977712012,82.69383122965242,82.69156801073441,82.69627153669386,82.70373184602066,82.70300891931575,82.70803261214904,82.7138324196016,82.7161797423733,82.7118410075623,82.71215341577728,82.7096618885802,82.71137197990876,82.70874846734314,82.71169019359404,82.70481807127034,82.70238952628564,82.68950465683568,82.68188783821518,82.6848257205277,82.68367341830523,82.68194235935376,82.68411242704096,82.6883968799776,82.6837966106657,82.6722189675766,82.66811994280593,82.66961562384344,82.6727973080626,82.66919321169411,82.66796259964211,82.65510098206454,82.65568820551994,82.66930629475719,82.67154350636801,82.67857118041712,82.6772438372222,82.67841359391144,82.672201146152,82.66695471394911,82.65811792229809,82.64910945878214,82.65412412159745,82.64511971677527,82.64655581104732,82.63998171028675,82.64001661740515,82.63734561549076,82.64201582333521
parto_medi,81.47805789074931,81.47473336774661,81.48687354575414,81.48872508337668,81.49642265801967,81.49304922621118,81.50193135674398,81.50756165448485,81.50810975748298,81.49994734790448,81.51440720826524,81.52376517691074,81.52071228000463,81.54320169184243,81.55270460604225,81.56484517773927,81.57183779163493,81.56720504307997,81.5725675694652,81.58029190458451,81.59563060832788,81.60060747988213,81.60823749069064,81.60919993783078,81.6214083412542,81.63366259133448,81.63495092928245,81.63143724510432,81.64427690542897,81.65380560520019,81.66024638509357,81.66435692429336,81.67133738580823,81.66582143647123,81.66842779444072,81.66732160180334,81.67753281016117,81.68618600508576,81.69635694828332,81.69911786087236,81.70170217406017,81.7007561783947,81.69632192322948,81.70021261670176,81.70147607972618,81.70652222101384,81.70095015714999,81.6997629558001,81.70897282771774,81.71336793982688,81.71660440723238,81.72471876664494,81.73853629694356,81.7507231239631,81.75123794016375,81.7613602043129,81.75925382709332,81.76378675909511,81.76452790749975,81.76764383379938,81.7718887410657,81.77635353604771,81.77626976584096,81.77527365732158,81.77329882157866,81.7755770390225,81.78934749936799,81.7896636235101,81.78601462295224,81.78558796728612,81.78737104268723,81.79406542430155,81.79676277954727,81.79931802670797,81.80543675824651,81.80821553674342,81.81381598493908,81.81844823855435,81.81829720133962,81.81686805119753,81.81992983067877,81.83309951075402,81.835833560391,81.83853073379922
contro_prena,83.13539158414608,83.13010727972058,83.13766955749655,83.14907500957534,83.1416411583319,83.13879441083746,83.14411984497741,83.14931800537795,83.1380747643768,83.14579529065348,83.13037768031398,83.12498328968057,83.11562685241621,83.10356192278985,83.10066147409103,83.10266840152838,83.10466612422236,83.11179148560234,83.12380463933826,83.12011148530884,83.10759348272474,83.11457261724486,83.1138737299835,83.11957652792191,83.11220153571347,83.10722100666447,83.11389530942893,83.11264869010886,83.10638688915994,83.10366794776243,83.09857253748473,83.09046578984027,83.08304789047799,83.08673304283046,83.08965552380826,83.09708035745692,83.09223569064788,83.08584571464107,83.07097124548434,83.06075002356836,83.05888863708569,83.05481093991762,83.05344538763049,83.04720737138649,83.05028264317275,83.04492409367026,83.05298768473104,83.0524647947526,83.0458784354004,83.03854159704053,83.04217725195882,83.0364914375307,83.03555877668217,83.03098876828338,83.02753606977002,83.0185661078432,83.02240354401461,83.01570054432533,83.01067494298441,83.01215928599616,83.01949202181923,83.01912625160796,83.01771434077699,83.01552876507748,83.0211076971888,83.02006009179685,83.01915124902895,83.01824790143165,83.00827881275207,83.00646825680744,82.99765750735715,82.9922904689374,82.98842335700266,82.99208055760157,82.99120825826586,82.99726627141995,83.00067428674006,82.99102737030974,83.00018281234642,83.00017586821673,83.00368818949588,82.99048360230236,82.99042055457961,82.9830531733269
